RMSD,Area,ED,Energy,SS,ResidueLength,PairNumber
3,10252.3,44639.3,368786,110,197,2257
2,4029.89,2268.91,-814.674,51,54,165
3,13577,87423.5,-119.795,46,291,3799
2,4191.75,5965.7,22.836,21,68,481
0,5574.82,2549,-1369,21,91,169
0,8940.96,31361,-4011,92,178,1806
0,23006.3,318240,-10326,108,493,9419
4,21257.5,276816,177654000,268,420,9137
0,11320.6,45098,-3133,21,203,2059
0,8330.57,10356,-3088,24,124,585
5,3699.16,485.864,-595.65,3,36,35
0,11426.4,36350.6,-5226.07,199,225,1755
4,8794.33,21761,574.4,101,139,1108
4,3431.77,694.365,93.8,6,31,53
5,10956.2,23453.8,31874.3,38,176,1313
2,16459.4,160485,-3547.93,223,352,6744
1,5844.54,4325.94,-1403.6,17,90,317
0,9715.44,38207,-3087,151,191,1989
5,4668.82,2152.44,631.94,30,75,165
5,11019,28457,-4289.02,74,214,1469
5,9759.68,33060.1,-3556.23,127,166,1414
0,5165.53,6943,-1092,9,86,456
4,13765.7,95919.5,-853.686,195,273,4429
1,4913.22,1900.14,-746,10,75,165
1,7817.05,12856,-1974.53,77,132,806
0,17432.4,245147,-10885,89,373,8989
3,11956.1,54020.6,-2924.7,45,220,2461
2,15278.6,251686,13581.9,101,346,7851
0,19646,267704,-5990,77,357,8465
4,3506.97,717.322,218.05,4,31,53
1,5877.98,1726.78,-1403.32,39,71,103
3,12774,72561.2,-1135.04,193,262,3211
0,10251.4,31297,-4024,49,242,1469
1,5843.5,4290.23,-1613.7,17,90,317
4,24602.5,243380,20548.5,267,537,8350
3,4420.61,2696.37,-345.48,24,65,202
2,8776.79,16302.3,17644.4,47,160,976
1,4490.77,1963.97,-303.23,17,75,165
2,20627.4,143198,38170300,286,449,5537
3,8334.59,15961.5,-995.371,115,160,976
2,21994.7,350388,-974.155,256,440,10967
5,6673.92,5673.55,875421,81,95,372
1,5659.02,4574.17,-1157.8,17,98,294
0,21967.7,493087,-9273,174,511,12198
1,3878.16,1197.57,-865.8,10,55,88
3,8677.76,26351,10285.5,36,156,1364
0,6049.43,5195,-1383,77,104,398
5,15526.1,192361,-3101.44,47,286,7322
5,6863.76,3738.93,-655.591,38,86,205
0,7128.39,10705,-2053,29,113,653
0,13335.5,68152.4,-6058.35,24,254,2904
1,4281.01,2124.4,-1416.5,10,71,188
5,13720,48575.9,-2034.71,117,234,1581
4,3781.27,479.913,-762.04,1,36,35
2,7516.5,12494.2,106509,142,123,726
2,4707.6,3845.66,-1652.37,26,79,317
1,4420.43,1784.36,-420.52,9,66,164
3,6935.02,11368.9,56292,156,111,651
2,3798.23,2193.97,-922.013,181,54,165
4,7580.77,11363.7,2556.82,61,114,689
0,16988.3,152704,-8011,42,358,6070
2,6004.11,5104.18,-1436.16,45,79,292
4,4877.49,2245.82,-1342.7,14,71,188
4,8327.71,10040.4,6006.12,26,123,621
2,10730.9,44186.6,-2019.49,24,197,2257
1,6910.79,17194.5,-2429.4,7,128,1065
4,11836.5,58300.2,-4046.04,168,223,2822
2,8270.92,20837,-0.13997,38,143,1203
1,4674.66,2036.92,-73.494,19,75,165
0,10121.6,16627,-4990,196,137,889
5,4090.85,2697.36,-332.8,30,65,202
4,4027.89,415.439,1266.2,11,54,28
5,6351.34,7188.67,-369.843,22,107,431
5,17379,217041,-2200.14,91,336,8195
1,3973.11,1571.76,-938,9,61,134
5,4717.4,1620.83,-1414.4,6,70,131
3,5066.66,3140.48,528313,164,71,249
0,11157.9,39520,-6475,56,214,1931
2,10527.3,34852.2,-737.32,29,208,1691
3,8579.9,12027.3,-1680.86,65,128,693
3,7519.26,14052.8,-44.224,13,127,802
5,4024.63,738.689,-365.84,16,58,43
5,13972.5,86923.4,-1873.79,204,254,3973
0,12559.6,46740,-6053,142,243,2195
2,4002.74,429.441,854.48,11,54,28
4,3354.45,614.937,310.14,13,51,45
5,3580.73,340.039,867.31,11,54,28
2,18694.8,152059,-3972.98,330,449,5537
3,11690,32139.6,846742,62,203,1580
3,4641.63,1066.99,-575.34,28,62,102
0,5061.55,3885,-1611,42,84,292
2,3890.49,1986.45,-344.749,5,43,161
0,13920.2,123316,-6761,28,324,5637
3,12457.3,37218.4,139516,145,225,1755
1,10504.7,41275.5,-5587.89,143,227,2059
3,8086.12,9363.47,-962.614,87,138,554
1,5250.45,3340.47,-2152.2,21,70,205
2,5123.19,2082.16,-453.92,11,75,165
0,7838.89,13443.9,-3101.8,5,125,694
0,16989.4,159601,-7173,61,353,6068
3,9980.66,10564.7,-2531.39,101,154,587
2,6579.51,10217.4,-1151.71,22,108,689
5,8378.31,4688.34,-1417.51,104,131,271
0,9121.3,9964,-4400,37,157,552
5,8109.69,14616.4,18.988,33,127,802
0,12136.3,83338,-6055,31,260,3628
0,5387.13,7030.36,-1961.26,104,104,457
5,3637.67,476.52,-762.45,3,36,35
3,3432.51,669.047,-313.66,6,31,53
2,3768.95,379.543,774.07,11,54,28
4,10213.6,43015.7,-1271.09,126,197,2257
5,3922.74,684.865,-331.94,17,58,43
4,9907.11,39135.9,-2143.63,45,180,2054
2,15489.1,165689,918040,48,320,6391
0,6171.32,6900,-1596,6,99,454
3,12765.9,45691.9,91330.3,168,273,2061
1,8204.3,13712.8,-2578.02,116,170,771
3,3177.98,673.186,38.772,5,31,53
0,17460.4,230359,-11112,69,449,8352
4,10647.7,45799.4,-1349.56,114,197,2257
4,6789.06,7088.47,-1053.8,21,118,426
3,14546.2,89707.4,-1547.81,206,254,3973
3,7657.15,13936.6,-420.81,14,127,802
5,9784.66,10565.4,737.257,32,154,557
5,13631.6,57465,-1720.93,118,224,2192
3,7131.03,11240.7,-698.914,22,111,651
5,12184.8,32877.1,1601.8,43,210,1213
4,4262.49,804.503,-1577.8,13,54,64
2,13973,91140.7,-2478.9,222,254,3973
5,4238.21,2100.44,28439700,16,54,165
3,6073.27,5328.38,2920460000000,12,99,321
4,5573.14,1008.3,-1925.4,6,57,76
2,4131.89,2071.81,-1991.9,5,63,184
3,14126.3,52165.7,1400930,180,288,2334
0,14006.1,210295,-6630,261,361,8333
2,4559.48,2210.1,-1674.9,12,71,188
3,13869.1,66809.9,8416.82,107,224,2192
4,3657.7,558.644,-729.36,5,43,52
0,10787,29153,-3684,22,187,1361
5,13660.3,68701.3,3411.34,161,325,3143
5,5214.41,4676.85,-1570.74,13,85,343
2,5203.73,3038.34,-717.25,156,71,249
4,6781.47,3850.84,952.54,26,101,206
0,10958,58475,-6470,90,193,2523
4,3998.92,389.839,1783.7,11,54,28
2,6250.71,8053.57,-3786,9,106,549
4,8853.61,9065.21,1406.2,35,144,553
3,13574.1,77027.1,-1441.34,180,264,3217
4,3722.97,582.089,-953.97,5,43,52
3,13881.2,52183.8,-1978.59,64,288,2334
0,21447.7,336761,-12362,82,455,9276
5,3338.33,677.182,-425.16,7,31,53
5,3984.9,585.857,-584.37,3,43,52
3,12312.3,70195,-277.516,181,262,3211
5,3599.89,570.343,-427.24,13,43,52
3,13118.2,70528,-1920.18,187,262,3211
5,3633.01,596.563,-12.858,13,43,52
3,5476.21,2774.29,616.908,92,67,224
4,3720.03,554.673,-474.43,5,43,52
0,12735.6,55856,-6753,53,255,2325
0,16028.8,329302,-8654,286,376,11715
3,12114.1,36675.4,-1850.34,203,225,1755
0,7130.15,13129,-3967,34,134,805
0,14434.2,127300,-4558,78,365,5220
4,6629,7291.14,1452.5,31,109,432
2,4620.24,533.378,10.288,18,65,35
4,10757.2,42983.5,246945,69,196,1885
5,6655.51,4532.19,-2005.8,24,110,294
3,8105.41,14261.9,-1972.81,17,140,845
0,8738.73,9762,-2121,29,127,618
5,5182.09,1192.49,-25.478,7,62,100
0,14948.3,55315,-5058,33,236,2063
5,3684.7,560.639,-505.07,16,43,52
0,27671,443927,-16710,128,693,13324
4,9497.39,27019.2,-1482.42,174,158,1403
3,9346.95,32270.5,297310,97,176,1922
3,8658.02,16032.4,4813.84,106,160,976
1,5044.88,3134.44,-2719.4,4,65,202
2,4990.05,3056.7,-1788.8,8,65,202
4,6305.54,2596.82,305.38,11,81,169
4,3835.62,716.527,-535.98,11,58,43
3,7338.38,13965.4,183793,26,120,809
4,5803.44,972.265,-1013.9,30,65,76
5,3995.48,2254.69,-576.89,23,63,184
5,3689.09,534.575,-723.43,6,43,52
0,9245.48,25719,-3661,19,166,1408
3,4439.02,1012.95,-1421.3,21,66,101
3,13690.7,59823.5,-1094.6,21,247,2754
5,4575.48,1636.5,-1445,8,70,131
3,4763.76,2053.82,241.23,37,75,165
4,9501.7,28875.8,112027,128,179,1626
5,3658.22,700.952,216.84,5,31,53
5,13504.6,64443.4,3427.4,67,279,2979
1,3978.61,1193.2,-180.75,2,59,101
4,6199.45,13208.9,-495.64,12,103,883
4,8655.41,8793.44,2569.5,48,144,553
0,9199.87,13300,-4058,22,160,805
1,4246.9,2122.42,-1223.7,10,71,188
2,6003.05,7519.91,-912.731,99,104,457
2,23214.9,515466,412942,303,540,18067
5,15264.6,158441,2681.6,122,310,6737
0,10042.5,8922,-3609,32,125,347
3,11004.5,32653.5,-475.229,131,204,1692
3,4377.56,2769.25,-841.03,30,65,202
0,6824.43,8410,-2171,29,106,519
4,3670.26,544.575,-675.44,5,43,52
0,18253.1,468081,-11762,75,460,16386
3,8665.97,12037.1,-2164.96,64,128,693
0,12770.9,74941,-6169,26,230,3288
4,9326.1,21410.7,-1511.41,103,145,1156
0,15695,60371,-5513,53,307,2468
3,5731.98,4965.55,-538.812,68,86,367
2,3750.5,398.002,668.17,15,54,28
0,13347.9,32928,-4251,25,221,1265
1,6729.76,17185.7,-2724.3,8,128,1065
0,18675.9,266829,-9105,93,430,9683
4,5819.35,7217.49,-1335.51,80,93,545
5,8292.1,10209.5,-939.09,32,123,621
0,10418.3,50387,-3642,27,194,1867
5,4130.58,497.97,44.715,26,65,35
3,4448.52,1001.5,-980.28,21,66,101
5,10169.2,17622.3,-2757.39,151,172,973
5,4596.62,7085.02,-392.65,29,68,481
5,4606.81,6061.25,296.5,19,67,481
4,11497,59081.7,-4298.72,179,223,2822
4,5146.52,2130.57,-13.91,6,66,164
4,4699.83,2604.87,-670.46,23,72,205
5,4144.09,2487.24,-682.23,29,65,202
5,20668.4,276705,20719700,314,420,9137
4,4369.6,1233.8,-556.9,14,59,101
4,4300.8,2757.44,-198.51,20,65,202
2,4945.69,4304.51,-1512.29,21,79,317
2,14185.6,59440.8,1560.14,148,305,2610
4,5355.77,3471.63,-659.202,136,51,132
5,20307.1,205819,2565.6,157,390,7459
4,6503.94,4848.62,814695000,58,86,367
0,11951.2,37227,-5996,16,248,1934
1,3740.19,401.628,785.85,3,54,28
5,11072.7,52484.8,3312450,51,215,2394
1,5642.24,2583.15,-3217.8,13,87,166
5,8552.57,21948.1,7738570,114,139,1108
3,4726.61,1949.51,-541.06,2,66,164
3,13075.9,72489.8,165324,34,262,3211
4,9039.18,10939.1,-1317.19,41,156,654
2,5923.94,5013.78,-1478.38,44,79,292
2,4336.43,541.076,25.414,18,65,35
0,17511.5,156749,-8049,38,364,5018
1,6216.54,4311.31,-1276.4,14,106,318
4,15143,77037.5,29013.7,267,336,3302
0,32060.7,1162880,-25291,198,944,31312
4,6303.03,5276.32,3073.39,106,96,347
5,4214.38,6212.45,-180.03,39,68,481
5,4857.91,662.417,-239.97,13,57,44
0,5639.86,1869,-2169,7,68,89
1,8967.3,16887.3,-2852.6,35,183,931
4,6979.22,7341.99,535.6,35,109,432
1,5104.33,3029.76,-1977.8,4,65,202
2,4015.93,2215.9,-1021.1,177,54,165
5,6252.12,13717.5,-1031.1,14,103,883
4,26686.9,284011,-11678.5,291,540,8870
5,3754.09,470.346,-617.69,1,36,35
5,4144.05,508.483,550.54,26,65,35
2,5975.03,5277.6,-1207.2,9,105,371
5,4107.68,2240.55,-1247.4,14,63,184
5,7362.82,6653.64,-1122.67,6,95,372
2,12320.8,74417.9,-2453.32,33,248,3630
5,5891.25,1090.43,-1459.6,7,57,76
0,23662.3,387048,-136530,106,467,9412
5,4174.53,6249.12,-337.06,36,68,481
2,6828.82,13339.3,-612.885,15,96,804
5,9177.56,12438.5,12953.7,119,136,619
4,11068.6,44326.3,-1716.99,69,196,1885
2,9439.97,20270.1,-3249.55,106,163,1162
3,12289.6,54278.9,-1199.5,46,220,2461
2,6222.32,8087.96,-3590.2,9,106,549
5,7953.47,9162.95,765711,199,107,517
5,4470.32,1990.89,820.24,20,75,165
2,8152,9595.48,-1522.18,202,130,490
1,11623.1,41751,46322.6,217,227,2059
3,11863.6,52657.6,-718.496,146,218,2391
3,4288.71,1087.77,-1014.1,4,55,88
3,4331.01,1013.17,-493.46,27,62,102
5,3893.07,2671.52,-708.43,22,65,202
5,5319.5,4465.5,133710000,9,79,342
3,13784.5,145538,-6033.11,311,308,6057
5,11456.3,38863.2,-1261.08,32,219,1875
1,5737.2,5182.87,-1439.3,21,99,372
3,11877.8,55103,-2601.9,49,220,2461
0,14436.3,28338,-6737,47,276,1169
4,3325.33,696.295,-289.95,7,31,53
0,7581.81,8907,-3860,39,103,428
3,11500.5,32213.6,-1047.02,40,203,1580
4,3821.44,540.683,-291.5,5,43,52
3,8171.72,20969.6,-92.563,43,143,1203
0,3578.65,353.471,2069.9,3,54,28
3,3528.74,735.699,-15.435,7,31,53
0,10561,42692,-4742,16,200,2064
0,17429.8,177501,-12433,90,494,7102
4,22002.8,346858,17790000,101,440,10967
3,9906.96,10780.6,-2064.4,97,154,587
3,3632.38,445.385,-689.88,2,36,35
1,5075.63,3040.02,-2160.5,4,65,202
3,4381.75,979.205,-1017.3,23,66,101
4,3344.92,691.54,202.45,2,31,53
3,4545.74,2181.69,-1228.1,13,71,188
3,8768.62,25152.6,118984,31,157,1519
5,9191.69,39884.6,655598,97,207,1995
2,12694.9,85300.9,-3630.04,51,291,3799
4,13245.1,61041.8,-4929.56,38,247,2754
3,8631.76,21350,-178.65,38,143,1203
3,5369.15,4330.73,737572,24,88,292
0,21013.3,256026,-11927,91,537,8483
5,4992.16,2209.84,856.85,18,75,165
2,12091.1,56482.7,-2583.9,29,209,2967
5,15662,158181,3265.8,128,310,6737
5,3568.78,446.374,-834.56,1,36,35
2,9061.88,19869.5,8727.86,101,163,1162
2,14685.8,53600.2,-3457.14,126,223,2059
0,17116.1,309463,-9899,67,427,11120
0,17674.7,201592,-7906,74,389,7582
3,7447.95,15087.5,50357.4,119,134,970
2,4366.94,2754.68,-1024.2,20,65,202
3,12041.5,31967.2,27041.3,113,203,1580
4,3492.46,557.945,-213.35,15,43,52
0,14352.5,118105,-5340,41,280,4430
4,4482.01,708.409,-140.48,16,58,43
4,5554.54,5651.35,8471.59,110,85,423
0,9671.7,47872,-4565,43,234,2460
4,8964.79,29049.4,-1202.32,126,156,1521
0,11687.8,53544,-6095,43,256,2609
0,6743.59,14041,-3011,28,119,884
5,6698.04,5478.83,-1594.77,18,99,321
5,13259.2,63345.5,3407.3,60,279,2979
2,4824.25,2081.24,36.663,8,75,165
4,22938.8,281705,5002.01,63,468,9276
4,3936,6007.39,-658.09,18,68,481
0,9183.59,31143,-2400,44,192,1470
3,6844.93,7365.26,824.46,25,109,432
0,9868.87,35005,-3824,32,204,1934
2,5048.12,1993.33,2615.7,7,75,165
0,23119.4,418518,-10674,80,504,13141
4,4997.88,3209.66,-1045.38,10,71,249
5,4359.11,1720.85,172.98,9,61,116
5,4186.99,402.676,969.62,11,54,28
2,10325.7,35662.6,-352.874,196,208,1691
2,8497.12,9503.98,3001.82,200,130,490
2,4598.85,2215.72,-1409.3,11,71,188
4,5961.41,7492.67,5301.79,65,90,405
0,17164.7,113200,-11026,211,364,4157
0,4906.62,2991,-915,6,81,246
3,12185.2,57409,-393.159,160,209,2967
2,8274.68,9469.98,104591,205,130,490
5,7281.1,5684.54,-2286.24,220,107,346
0,8846.52,8053,-3018,9,109,397
2,8050.05,9500.2,-2223.53,206,130,490
5,8559.46,25294.5,-560.893,26,154,1252
4,8621.97,11758,-2474.15,56,128,693
2,7851.49,9248.6,-919.47,18,138,554
0,10028.5,57270,-3892,12,207,2544
1,7686.18,11251,-2805.9,20,121,622
5,13244.1,65671.6,3709.1,44,279,2979
4,3589.32,535.427,-488.3,4,43,52
0,7159.51,24153,-3204,31,158,1361
0,10145.3,38089,-3786,163,207,1811
4,10490.8,31927.3,-2208.99,180,203,1580
2,4069.37,1199.43,-760.38,9,55,88
3,14527,59810.2,1476.66,75,305,2610
4,4821.51,543.196,438.05,26,65,35
3,7531.44,4842.26,-830.1,47,86,205
5,15422.2,162487,1738.3,102,310,6737
3,5942.76,4037.42,-281.01,18,100,294
0,14192.4,99721,-9146,40,292,4431
3,6514.82,7008.55,-1289.5,76,118,426
5,5925.67,4291.46,458.677,76,72,340
0,7397.05,8386,-1087,24,121,485
5,4538.29,6338.81,6.6038,29,68,481
4,10150.5,26298.7,-641.075,40,174,1415
5,9301.2,0,36726.7,131,151,1023
4,11030,32547.4,-4350.7,136,203,1580
2,5940.94,7775.33,129007000,12,104,457
5,15554.7,177466,-1386.8,217,367,7087
5,3692.51,502.64,-317.92,10,43,52
2,15293.2,100185,-2663,37,281,3974
3,8610.58,25101.9,158236,24,157,1519
4,11206.9,43904.3,-1853.69,73,196,1885
4,10026,40735.8,-586.721,125,207,1995
3,8725.01,24949.9,-1420.91,34,157,1519
0,10131,36992,-5798,32,218,1998
1,4427.45,977.84,-1559.5,14,66,101
3,6966.27,11797.8,21176300000,26,105,765
5,13158.4,59487.6,-833.279,183,223,2822
4,3455.96,682.974,-258.66,4,31,53
5,20255,274174,4864.33,51,420,9137
3,4215.37,1453.43,-791.485,162,52,133
3,15666.6,87378.5,1519.46,102,301,3369
3,12040.9,33624,1708.4,53,210,1213
2,3603.19,372.399,151.64,7,54,28
1,11543.7,69064.4,-5265.83,46,247,3373
1,5103.85,3126.75,-2322.5,4,65,202
5,9227.41,27063.6,504.379,100,166,1414
1,5385.8,4274.58,-1556.8,13,88,292
1,3777.36,1190.71,-1041.2,9,55,88
5,4308.64,6583.88,37.247,28,68,481
4,4659.96,1723.21,-443.74,8,61,134
4,11925.2,55484.9,-2613.7,50,220,2461
1,7044.07,4494.53,-2194.5,14,110,294
3,8338.25,16518.6,-1439.58,20,142,844
0,10039.6,61194,-5987,26,216,3281
1,5498.82,1998.86,-1323.1,8,77,165
0,6336.07,8226,-1936,53,108,553
0,4958.21,2303,-1503,5,66,148
5,4125.98,2462.66,-659.15,28,63,184
4,5430.61,4472.75,2648900,7,79,342
3,4358.24,968.386,-988.7,22,66,101
2,14459.5,89917.1,74456.1,281,254,3973
3,7664.88,4860.93,-530.993,33,86,205
0,16899.1,98475,-6292,65,299,2605
1,5889.88,5199.27,-1497.3,8,105,371
0,35558.1,767330,-12671,155,679,16966
5,17382.4,156849,-247.331,194,359,6068
4,4563.53,3208.69,-497.206,156,71,249
1,4925.95,2795.74,-1640.55,117,77,244
3,6287.61,4953.44,142.963,46,79,292
1,3354.06,584.353,-154.57,3,51,45
0,6307.38,8056,-1308,18,84,453
3,8410.22,14475.2,-1161.94,17,140,845
4,24145.2,277786,-705.206,289,540,8870
4,8381.5,16224.5,-1143.8,29,142,844
3,12390.2,71160.5,24948.9,178,262,3211
5,13583.5,55424.3,-2496.7,62,220,2461
0,7433.07,13070,-2630,18,134,845
5,5710.87,2853.61,-585.73,3,65,202
2,4071.62,1450.73,-680.732,160,52,133
5,9349.52,17711.2,-949.862,198,133,890
4,8647.83,8825.84,1875.5,46,144,553
2,6149.94,8066.51,-3475.1,8,106,549
4,14020.7,141292,510.771,301,308,6057
1,4374.37,954.937,-662.54,4,55,88
3,5679.78,2552.21,1052.8,4,81,169
1,8130.79,9448.32,-2845.66,17,135,587
0,9772.11,32144,-4762,118,197,1693
0,7635.12,11067,-2143,33,112,653
0,11197.6,58411.8,-5240.2,34,253,2825
5,13967.8,95741.9,-1016.66,179,273,4429
3,21002.3,245444,-142.936,270,540,8870
2,15328.7,99029.2,288979,48,281,3974
2,4800.91,3850.73,-1674.93,17,79,317
5,9806.55,39983.6,6015.09,227,159,2181
5,7833.52,26201.3,-441.707,15,156,1521
1,9984.25,34590,-1324.98,19,208,1691
5,3651.1,766.858,-328.88,7,31,53
5,15578.9,158322,5042,115,310,6737
4,5530.95,7126.37,-753.618,15,93,545
0,9762.95,64812,-5319,33,220,3203
3,7741.4,9510.69,514859,187,135,587
1,3845.45,1200.68,-610.2,9,55,88
2,6619.73,5230.88,-682.84,13,96,347
3,3621.68,553.168,-800.73,4,43,52
3,6817.81,11301.3,16848,159,111,651
0,11982.1,57407,-6761,131,210,2671
4,6660.06,5161.39,-712.436,19,96,347
4,12325.8,69203.5,817.83,45,201,3289
5,3908.22,2219.21,-577.58,13,63,184
4,6355.6,11329.9,-2170.97,140,111,651
3,4198.83,1693.49,-495.27,4,61,134
1,8618.55,20108.2,4903.5,106,163,1162
5,3589.71,717.728,53.482,8,31,53
0,7259.2,13137,-2001,33,133,728
2,5295.37,3724.87,-1255.19,65,85,269
3,7437.52,17389.2,-1866.4,15,128,1065
0,8045.61,17284,-3525,49,172,853
5,12869.6,62983.1,3420.6,55,279,2979
1,5763.55,12724.1,-1846.5,20,103,883
4,9097.5,27247.2,-989.354,31,155,1364
1,3821.24,1199.75,-1017.5,9,55,88
0,5550.26,4957,-1267,105,86,347
2,6246.81,8115.14,-3530.9,5,106,549
5,8310.81,9107.07,1503.1,38,144,553
4,3689.2,587.596,-26.599,16,43,52
3,10464.8,10506,-3176.42,101,154,587
3,3647.65,452.049,-821.19,2,36,35
4,4624.68,557.317,109.14,24,65,35
4,5033.93,3217.2,-928.73,14,71,249
3,10256.3,28021.9,-201.514,52,194,1521
3,5803.4,2640.55,207.65,7,81,169
4,7448.57,11355.2,-552.977,220,114,689
0,7174.03,3027,-2085,11,108,187
2,13085.9,76162.3,809.632,170,262,3211
3,12934.9,92081.7,-4177.44,237,254,3885
5,8520.7,19302.4,4928.7,205,157,1113
0,13127.1,92755,-7859,43,303,3806
0,4890.58,6330,-1572,6,76,395
4,5272.16,3682.71,-199.985,95,51,132
5,6591.1,4306.28,-2400.7,19,110,294
2,8740.21,11957.7,-1840.32,117,128,693
3,4188.57,680.206,-508.17,24,58,43
3,4642.13,2909.69,-582.31,19,65,202
4,3784.16,524.194,-648.14,4,43,52
3,25112.1,276631,-481.181,292,537,8350
2,6649.99,4924.03,-1640.5,14,87,322
2,13294,45502.4,-2594.1,112,234,1581
2,4689.8,2939.74,-1045.71,110,67,224
0,12460.2,79840,-5845,94,234,3131
5,10669.3,47859.9,-3811.14,83,190,2118
4,3546.93,686.166,-159.23,6,31,53
0,8603.15,53427,-4363,17,192,2964
5,7594.77,9011.31,-1026.54,177,107,517
2,12226.2,74583.6,-5102.79,33,249,3630
3,7188.81,9219.02,-1395.23,12,95,543
3,5828.13,7665.17,-1685.15,99,104,457
5,3770.13,570.892,-135.01,14,43,52
1,4255.08,1317.1,-972.23,2,57,129
3,3940.73,2156.16,-502.265,7,43,161
5,4641.88,2946.48,-130.74,36,65,202
3,8199.22,14384.1,-729.875,15,140,845
4,3611.97,306.532,1858,11,54,28
0,6359.59,10463.1,-2179.64,21,108,689
4,3537.01,689.086,213.68,6,31,53
3,4896.98,2882.67,-572.074,155,71,249
0,9506.2,40882,-2770,35,205,2192
4,3683.19,562.931,-405.44,5,43,52
3,6513.35,10299.4,29.3866,24,109,689
4,8768.89,20372.1,-1914.69,175,163,1162
3,13873.9,91032.2,5895480,212,254,3885
3,10316.7,43354.6,-743.969,141,197,2257
1,23399.5,516310,308124,310,540,18067
5,4187.38,2445.39,-821.25,27,63,184
1,12470.1,68896.4,-600.411,193,247,3373
5,3488.52,465.386,-802.96,3,36,35
0,19252.1,454805,-12489,321,431,15329
0,16035.6,153244,-8096,113,336,5421
4,10380.3,27247.5,167599000,67,194,1521
0,16094.5,153002,-10387,185,400,5535
0,7376.19,11276,-2301.87,93,114,689
4,6392.13,1855.31,-1050.14,10,84,136
1,4512.81,1038.05,-316.03,28,62,102
5,4781.34,2619.32,-1256.7,14,65,202
4,9671.34,17555.3,-1291.13,26,142,844
3,12020.8,54602.8,-1319.2,48,220,2461
4,14234.2,77405.7,103.308,245,336,3302
4,22769.1,280014,2754,314,468,9276
5,3525.46,596.067,-192.71,14,43,52
4,3727.44,438.984,-653.09,3,36,35
5,9557.42,39287.2,-1301.92,224,159,2181
2,5708.17,7138.98,10303.1,81,93,545
3,11802.8,79227.8,-6481.6,41,272,3539
0,11868.5,55331,-5446,37,218,2390
2,4808.98,2614,-919.79,14,65,202
3,13245.6,61793.7,-4837.62,33,247,2754
3,9929.25,43191.4,-960.293,137,197,2257
1,5510.05,4361.34,-1060.04,19,88,292
5,15950.5,89473.3,23693,82,289,3710
2,4337.27,6409.01,154.78,26,68,481
0,13756,159514,-6029,65,321,6735
4,4598.09,4038,124.478,27,88,292
5,3763.39,555.922,-516.82,5,43,52
0,10304.9,32520,-6419,96,205,1637
4,3735.46,552.424,-378.87,4,43,52
5,8748.41,26198.1,285752,30,156,1364
0,21700.4,398174,-14915,307,487,13315
0,7027.26,9305,-2823,15,117,553
3,8540.22,12439.7,-2726.09,95,136,619
3,9596.39,12321.8,636.34,25,152,693
0,14556.2,93967,-6772,55,291,3802
0,10623.5,37823,-5881,16,190,1870
2,5034.47,2082.34,-258.09,8,75,165
5,9179.91,9876.45,13709.6,24,154,557
4,4841.28,1238.86,-87.432,11,59,101
5,4794.4,6382.45,-118.72,21,67,481
3,6694.83,14173,14903.7,94,120,809
3,15787.1,156271,1239.1,97,310,6737
0,18622.8,205471,-8641,176,380,7457
0,4571.93,830,-865,9,55,54
2,4971.29,3846.01,-1628,17,79,317
5,3477.76,576.624,-419.94,14,43,52
4,11110.6,48754.2,-1686.21,78,190,2118
4,15621,75976.9,8839.19,69,336,3302
3,4377.12,2653.65,-714.76,22,65,202
0,16865.8,182261,-6757,242,392,7454
0,6078.46,11214.5,-2118.63,5,105,765
0,22817.7,368711,-12548,252,448,10252
1,3770.02,1518.03,-1358.8,6,56,114
1,6968.35,4540.79,-1577.6,10,110,294
0,9853.85,75543,-4755,27,227,3794
3,6731.24,10313.9,-807.971,24,109,689
4,10040,32183.6,755.782,126,176,1922
2,11796.4,73446.7,-350.001,38,249,3630
0,11440.6,37430,-2665,30,147,1210
2,6194.61,5254.37,-956.13,10,105,371
4,5197.98,2275.27,-1175,11,71,188
4,15633.2,87097.1,4440.1,89,289,3710
5,3666.33,550.947,-617.24,5,43,52
5,3498.22,1387.89,-442.121,5,40,100
0,5479.96,6157,-2741,6,97,395
3,22288,248500,-9449.94,305,537,8350
4,5558.13,3360.47,-640.551,156,71,249
5,14480.2,77984.3,8201.92,242,336,3302
1,7751.76,13284.3,-3000.1,3,125,694
0,11824.3,37495,-4997,38,224,1697
4,4994.18,2855.22,-1229.9,12,72,205
5,19362.6,162033,-1782.14,188,359,6068
1,3830.74,1198.22,-538.72,9,55,88
5,4557.67,788.439,15.874,13,56,61
4,5530.33,4966.47,1051.61,192,86,367
5,14233.6,53523.1,-354.131,46,288,2334
3,10088.2,41298.7,-3923.78,67,196,1885
1,5437.23,4361.84,-962.684,17,88,292
3,14219.1,93682.2,-2200.01,221,254,3885
5,5981.65,2748.05,376.45,18,81,169
3,6238.79,12983.9,-1142.5,20,103,883
5,4418.39,6545.67,-196.09,14,68,481
5,4629.71,2397.87,-795.72,4,61,184
2,4212.77,2195.34,-927.719,20,54,165
2,6112.56,5168.29,-1420.3,8,105,371
4,14991.7,77067.5,-2398.79,273,336,3302
1,5479.35,1999.87,-1575.1,9,77,165
3,4370.71,2377.83,-587.05,18,63,184
4,7124.96,13879.9,-882.83,24,120,809
0,8437.93,21213,-3414,34,164,1214
3,8813.36,12586.2,2887220,107,136,619
